Date,Supply,Issuance Rate
7/30/2015,,
7/31/2015,"72,085,498",20%
08/01/2015,"72,113,204",18%
08/02/2015,"72,141,428",17%
08/03/2015,"72,169,404",16%
08/04/2015,"72,197,883",16%
08/05/2015,"72,225,411",16%
08/06/2015,"72,252,487",16%
08/07/2015,"72,279,925",16%
08/08/2015,"72,307,868",16%
08/09/2015,"72,335,046",16%
08/10/2015,"72,362,864",16%
08/11/2015,"72,390,891",15%
08/12/2015,"72,418,262",15%
8/13/2015,"72,446,531",15%
8/14/2015,"72,477,637",16%
8/15/2015,"72,506,150",16%
8/16/2015,"72,533,244",15%
8/17/2015,"72,561,363",15%
8/18/2015,"72,587,526",15%
8/19/2015,"72,614,808",15%
8/20/2015,"72,635,865",15%
8/21/2015,"72,662,556",15%
8/22/2015,"72,690,107",15%
8/23/2015,"72,716,362",15%
8/24/2015,"72,743,696",15%
8/25/2015,"72,770,432",15%
8/26/2015,"72,796,570",15%
8/27/2015,"72,821,102",15%
8/28/2015,"72,845,328",15%
8/29/2015,"72,867,853",15%
8/30/2015,"72,889,306",14%
8/31/2015,"72,910,600",14%
09/01/2015,"72,930,943",14%
09/02/2015,"72,949,330",14%
09/03/2015,"72,966,711",14%
09/04/2015,"72,989,793",14%
09/05/2015,"73,015,422",14%
09/06/2015,"73,041,590",14%
09/07/2015,"73,067,051",14%
09/08/2015,"73,092,943",14%
09/09/2015,"73,119,371",14%
09/10/2015,"73,145,815",13%
09/11/2015,"73,173,055",13%
09/12/2015,"73,199,456",13%
9/13/2015,"73,225,627",13%
9/14/2015,"73,251,215",13%
9/15/2015,"73,276,831",13%
9/16/2015,"73,303,149",13%
9/17/2015,"73,328,584",13%
9/18/2015,"73,354,486",13%
9/19/2015,"73,381,666",13%
9/20/2015,"73,409,648",13%
9/21/2015,"73,436,300",13%
9/22/2015,"73,462,671",13%
9/23/2015,"73,489,751",13%
9/24/2015,"73,516,137",13%
9/25/2015,"73,543,140",13%
9/26/2015,"73,569,051",13%
9/27/2015,"73,594,062",13%
9/28/2015,"73,618,776",13%
9/29/2015,"73,643,144",13%
9/30/2015,"73,668,238",13%
10/01/2015,"73,695,660",14%
10/02/2015,"73,722,573",14%
10/03/2015,"73,749,027",14%
10/04/2015,"73,774,507",14%
10/05/2015,"73,800,644",14%
10/06/2015,"73,825,681",14%
10/07/2015,"73,851,814",14%
10/08/2015,"73,878,596",14%
10/09/2015,"73,904,044",14%
10/10/2015,"73,929,544",14%
10/11/2015,"73,956,054",14%
10/12/2015,"73,982,854",14%
10/13/2015,"74,009,523",14%
10/14/2015,"74,035,398",14%
10/15/2015,"74,061,009",14%
10/16/2015,"74,086,450",14%
10/17/2015,"74,112,901",14%
10/18/2015,"74,138,749",14%
10/19/2015,"74,164,716",14%
10/20/2015,"74,190,908",14%
10/21/2015,"74,216,955",14%
10/22/2015,"74,242,286",14%
10/23/2015,"74,269,844",14%
10/24/2015,"74,296,959",14%
10/25/2015,"74,323,773",14%
10/26/2015,"74,349,689",14%
10/27/2015,"74,377,215",14%
10/28/2015,"74,403,563",14%
10/29/2015,"74,431,070",14%
10/30/2015,"74,458,794",14%
10/31/2015,"74,486,542",14%
11/01/2015,"74,514,722",14%
11/02/2015,"74,541,856",14%
11/03/2015,"74,569,462",14%
11/04/2015,"74,597,179",14%
11/05/2015,"74,624,470",14%
11/06/2015,"74,651,892",14%
11/07/2015,"74,678,608",14%
11/08/2015,"74,705,897",14%
11/09/2015,"74,732,956",14%
11/10/2015,"74,760,400",14%
11/11/2015,"74,788,227",14%
11/12/2015,"74,816,251",14%
11/13/2015,"74,844,436",14%
11/14/2015,"74,872,794",14%
11/15/2015,"74,900,914",14%
11/16/2015,"74,928,309",14%
11/17/2015,"74,956,103",14%
11/18/2015,"74,983,355",14%
11/19/2015,"75,009,918",14%
11/20/2015,"75,035,049",14%
11/21/2015,"75,061,831",14%
11/22/2015,"75,088,820",14%
11/23/2015,"75,116,092",14%
11/24/2015,"75,142,940",14%
11/25/2015,"75,169,412",14%
11/26/2015,"75,195,951",14%
11/27/2015,"75,223,837",14%
11/28/2015,"75,251,045",14%
11/29/2015,"75,278,393",14%
11/30/2015,"75,305,749",14%
12/01/2015,"75,333,292",14%
12/02/2015,"75,359,299",14%
12/03/2015,"75,387,363",14%
12/04/2015,"75,414,042",14%
12/05/2015,"75,440,624",14%
12/06/2015,"75,466,880",14%
12/07/2015,"75,493,598",14%
12/08/2015,"75,519,911",14%
12/09/2015,"75,548,235",14%
12/10/2015,"75,575,712",14%
12/11/2015,"75,602,735",14%
12/12/2015,"75,629,942",14%
12/13/2015,"75,657,849",14%
12/14/2015,"75,684,558",14%
12/15/2015,"75,711,572",14%
12/16/2015,"75,738,030",14%
12/17/2015,"75,764,913",14%
12/18/2015,"75,791,584",14%
12/19/2015,"75,818,279",14%
12/20/2015,"75,844,715",14%
12/21/2015,"75,871,173",14%
12/22/2015,"75,898,547",14%
12/23/2015,"75,925,946",14%
12/24/2015,"75,952,633",14%
12/25/2015,"75,979,437",14%
12/26/2015,"76,005,997",14%
12/27/2015,"76,032,851",14%
12/28/2015,"76,059,908",14%
12/29/2015,"76,086,570",14%
12/30/2015,"76,113,306",14%
12/31/2015,"76,140,218",14%
01/01/2016,"76,166,284",14%
01/02/2016,"76,193,668",14%
01/03/2016,"76,221,344",14%
01/04/2016,"76,248,765",14%
01/05/2016,"76,276,604",14%
01/06/2016,"76,304,229",14%
01/07/2016,"76,331,252",14%
01/08/2016,"76,359,248",14%
01/09/2016,"76,386,844",14%
01/10/2016,"76,414,132",14%
01/11/2016,"76,441,137",14%
01/12/2016,"76,467,038",14%
1/13/2016,"76,493,573",14%
1/14/2016,"76,520,493",14%
1/15/2016,"76,547,290",14%
1/16/2016,"76,573,813",14%
1/17/2016,"76,600,413",14%
1/18/2016,"76,627,033",14%
1/19/2016,"76,653,126",14%
1/20/2016,"76,679,668",14%
1/21/2016,"76,705,588",14%
1/22/2016,"76,731,843",14%
1/23/2016,"76,757,612",14%
1/24/2016,"76,784,855",14%
1/25/2016,"76,810,552",14%
1/26/2016,"76,837,541",14%
1/27/2016,"76,863,642",14%
1/28/2016,"76,890,207",14%
1/29/2016,"76,916,367",14%
1/30/2016,"76,942,561",14%
1/31/2016,"76,968,242",14%
02/01/2016,"76,994,674",14%
02/02/2016,"77,020,542",14%
02/03/2016,"77,047,840",14%
02/04/2016,"77,074,402",13%
02/05/2016,"77,100,961",13%
02/06/2016,"77,127,307",13%
02/07/2016,"77,153,991",13%
02/08/2016,"77,180,646",13%
02/09/2016,"77,207,118",13%
02/10/2016,"77,233,279",13%
02/11/2016,"77,259,757",13%
02/12/2016,"77,286,259",13%
2/13/2016,"77,313,140",13%
2/14/2016,"77,339,469",13%
2/15/2016,"77,365,695",13%
2/16/2016,"77,392,140",13%
2/17/2016,"77,417,812",13%
2/18/2016,"77,444,027",13%
2/19/2016,"77,470,683",13%
2/20/2016,"77,497,243",13%
2/21/2016,"77,523,780",13%
2/22/2016,"77,550,538",13%
2/23/2016,"77,576,708",13%
2/24/2016,"77,603,135",13%
2/25/2016,"77,629,958",13%
2/26/2016,"77,656,613",13%
2/27/2016,"77,682,812",13%
2/28/2016,"77,709,234",13%
2/29/2016,"77,734,464",13%
03/01/2016,"77,760,945",13%
03/02/2016,"77,787,589",13%
03/03/2016,"77,813,701",13%
03/04/2016,"77,839,586",13%
03/05/2016,"77,866,168",13%
03/06/2016,"77,891,568",13%
03/07/2016,"77,917,553",13%
03/08/2016,"77,943,376",13%
03/09/2016,"77,969,120",13%
03/10/2016,"77,995,747",13%
03/11/2016,"78,022,050",13%
03/12/2016,"78,048,420",13%
3/13/2016,"78,075,670",13%
3/14/2016,"78,102,078",13%
3/15/2016,"78,133,302",13%
3/16/2016,"78,164,792",13%
3/17/2016,"78,196,816",13%
3/18/2016,"78,228,104",14%
3/19/2016,"78,260,182",14%
3/20/2016,"78,291,777",14%
3/21/2016,"78,323,160",14%
3/22/2016,"78,354,872",14%
3/23/2016,"78,386,166",14%
3/24/2016,"78,418,237",14%
3/25/2016,"78,450,127",14%
3/26/2016,"78,482,062",14%
3/27/2016,"78,513,693",14%
3/28/2016,"78,545,000",14%
3/29/2016,"78,576,438",14%
3/30/2016,"78,608,138",15%
3/31/2016,"78,639,527",15%
04/01/2016,"78,671,412",15%
04/02/2016,"78,702,493",15%
04/03/2016,"78,734,223",15%
04/04/2016,"78,766,176",15%
04/05/2016,"78,797,751",15%
04/06/2016,"78,829,013",15%
04/07/2016,"78,860,181",15%
04/08/2016,"78,892,095",15%
04/09/2016,"78,923,008",15%
04/10/2016,"78,954,790",16%
04/11/2016,"78,985,757",16%
04/12/2016,"79,017,140",16%
4/13/2016,"79,048,626",16%
4/14/2016,"79,080,027",16%
4/15/2016,"79,111,760",16%
4/16/2016,"79,143,291",16%
4/17/2016,"79,174,795",16%
4/18/2016,"79,206,654",16%
4/19/2016,"79,237,981",16%
4/20/2016,"79,269,812",16%
4/21/2016,"79,301,186",16%
4/22/2016,"79,332,763",16%
4/23/2016,"79,364,456",16%
4/24/2016,"79,395,951",16%
4/25/2016,"79,428,088",16%
4/26/2016,"79,459,376",16%
4/27/2016,"79,491,251",16%
4/28/2016,"79,522,934",16%
4/29/2016,"79,554,617",16%
4/30/2016,"79,586,509",16%
05/01/2016,"79,617,522",16%
05/02/2016,"79,649,433",16%
05/03/2016,"79,681,225",16%
05/04/2016,"79,712,683",16%
05/05/2016,"79,744,463",16%
05/06/2016,"79,776,201",16%
05/07/2016,"79,807,774",16%
05/08/2016,"79,839,623",16%
05/09/2016,"79,871,425",16%
05/10/2016,"79,903,126",16%
05/11/2016,"79,934,379",16%
05/12/2016,"79,966,636",16%
5/13/2016,"79,998,833",16%
5/14/2016,"80,030,500",16%
5/15/2016,"80,062,309",16%
5/16/2016,"80,093,821",16%
5/17/2016,"80,126,013",16%
5/18/2016,"80,158,417",16%
5/19/2016,"80,190,321",16%
5/20/2016,"80,222,410",16%
5/21/2016,"80,254,250",16%
5/22/2016,"80,286,506",16%
5/23/2016,"80,318,587",16%
5/24/2016,"80,350,590",16%
5/25/2016,"80,382,947",16%
5/26/2016,"80,414,991",16%
5/27/2016,"80,447,313",16%
5/28/2016,"80,479,632",16%
5/29/2016,"80,511,604",16%
5/30/2016,"80,543,608",16%
5/31/2016,"80,575,141",16%
06/01/2016,"80,607,285",16%
06/02/2016,"80,639,468",16%
06/03/2016,"80,671,740",16%
06/04/2016,"80,703,881",16%
06/05/2016,"80,735,464",16%
06/06/2016,"80,767,836",16%
06/07/2016,"80,799,782",16%
06/08/2016,"80,832,085",16%
06/09/2016,"80,864,311",16%
06/10/2016,"80,895,475",16%
06/11/2016,"80,927,851",16%
06/12/2016,"80,960,068",16%
6/13/2016,"80,992,292",16%
6/14/2016,"81,024,437",16%
6/15/2016,"81,056,304",16%
6/16/2016,"81,088,182",16%
6/17/2016,"81,121,598",16%
6/18/2016,"81,155,986",16%
6/19/2016,"81,189,181",16%
6/20/2016,"81,220,896",16%
6/21/2016,"81,252,884",16%
6/22/2016,"81,285,555",16%
6/23/2016,"81,317,403",16%
6/24/2016,"81,349,575",16%
6/25/2016,"81,381,261",16%
6/26/2016,"81,413,576",16%
6/27/2016,"81,445,671",16%
6/28/2016,"81,477,832",16%
6/29/2016,"81,509,702",16%
6/30/2016,"81,541,688",16%
07/01/2016,"81,574,306",16%
07/02/2016,"81,606,223",16%
07/03/2016,"81,638,263",16%
07/04/2016,"81,670,403",16%
07/05/2016,"81,701,981",16%
07/06/2016,"81,734,336",16%
07/07/2016,"81,766,232",16%
07/08/2016,"81,798,182",16%
07/09/2016,"81,830,980",16%
07/10/2016,"81,862,945",16%
07/11/2016,"81,894,931",16%
07/12/2016,"81,926,692",16%
7/13/2016,"81,958,850",16%
7/14/2016,"81,990,661",16%
7/15/2016,"82,022,546",16%
7/16/2016,"82,054,716",16%
7/17/2016,"82,086,493",15%
7/18/2016,"82,118,992",15%
7/19/2016,"82,150,766",15%
7/20/2016,"82,182,680",15%
7/21/2016,"82,215,464",15%
7/22/2016,"82,247,155",15%
7/23/2016,"82,279,550",15%
7/24/2016,"82,311,026",15%
7/25/2016,"82,343,018",15%
7/26/2016,"82,373,795",15%
7/27/2016,"82,406,733",15%
7/28/2016,"82,439,087",15%
7/29/2016,"82,471,026",15%
7/30/2016,"82,502,668",15%
7/31/2016,"82,534,888",15%
08/01/2016,"82,566,482",15%
08/02/2016,"82,597,837",15%
08/03/2016,"82,629,545",15%
08/04/2016,"82,662,398",15%
08/05/2016,"82,694,630",15%
08/06/2016,"82,726,220",15%
08/07/2016,"82,758,511",15%
08/08/2016,"82,790,687",15%
08/09/2016,"82,823,353",15%
08/10/2016,"82,855,516",15%
08/11/2016,"82,887,721",15%
08/12/2016,"82,919,824",15%
8/13/2016,"82,951,823",15%
8/14/2016,"82,983,792",15%
8/15/2016,"83,016,121",15%
8/16/2016,"83,048,158",15%
8/17/2016,"83,080,153",15%
8/18/2016,"83,112,942",15%
8/19/2016,"83,144,783",15%
8/20/2016,"83,177,019",15%
8/21/2016,"83,209,711",15%
8/22/2016,"83,242,004",15%
8/23/2016,"83,274,188",15%
8/24/2016,"83,306,461",15%
8/25/2016,"83,338,597",15%
8/26/2016,"83,370,468",15%
8/27/2016,"83,402,775",15%
8/28/2016,"83,434,803",15%
8/29/2016,"83,466,729",15%
8/30/2016,"83,498,604",15%
8/31/2016,"83,530,738",15%
09/01/2016,"83,562,483",15%
09/02/2016,"83,594,867",15%
09/03/2016,"83,626,363",15%
09/04/2016,"83,658,227",15%
09/05/2016,"83,690,417",15%
09/06/2016,"83,722,098",15%
09/07/2016,"83,754,366",15%
09/08/2016,"83,786,275",15%
09/09/2016,"83,818,491",15%
09/10/2016,"83,850,322",15%
09/11/2016,"83,882,675",15%
09/12/2016,"83,914,912",15%
9/13/2016,"83,946,817",15%
9/14/2016,"83,979,346",15%
9/15/2016,"84,011,528",15%
9/16/2016,"84,043,768",15%
9/17/2016,"84,075,923",15%
9/18/2016,"84,105,496",15%
9/19/2016,"84,139,773",15%
9/20/2016,"84,172,266",15%
9/21/2016,"84,204,350",15%
9/22/2016,"84,235,955",15%
9/23/2016,"84,270,235",15%
9/24/2016,"84,303,560",15%
9/25/2016,"84,337,951",15%
9/26/2016,"84,370,081",15%
9/27/2016,"84,405,366",15%
9/28/2016,"84,437,769",15%
9/29/2016,"84,470,083",15%
9/30/2016,"84,501,706",15%
10/01/2016,"84,536,184",15%
10/02/2016,"84,571,945",15%
10/03/2016,"84,605,220",15%
10/04/2016,"84,637,271",15%
10/05/2016,"84,670,353",15%
10/06/2016,"84,703,195",15%
10/07/2016,"84,739,746",15%
10/08/2016,"84,775,841",15%
10/09/2016,"84,809,267",15%
10/10/2016,"84,842,398",15%
10/11/2016,"84,874,877",15%
10/12/2016,"84,907,970",15%
10/13/2016,"84,942,796",15%
10/14/2016,"84,975,710",15%
10/15/2016,"85,007,917",15%
10/16/2016,"85,040,847",15%
10/17/2016,"85,073,225",15%
10/18/2016,"85,106,546",15%
10/19/2016,"85,139,695",15%
10/20/2016,"85,174,224",15%
10/21/2016,"85,206,351",15%
10/22/2016,"85,238,054",15%
10/23/2016,"85,269,386",15%
10/24/2016,"85,301,448",15%
10/25/2016,"85,333,112",15%
10/26/2016,"85,365,069",15%
10/27/2016,"85,396,514",15%
10/28/2016,"85,427,593",15%
10/29/2016,"85,457,223",15%
10/30/2016,"85,489,183",15%
10/31/2016,"85,521,204",15%
11/01/2016,"85,551,703",15%
11/02/2016,"85,582,845",15%
11/03/2016,"85,614,061",15%
11/04/2016,"85,644,984",15%
11/05/2016,"85,676,409",15%
11/06/2016,"85,708,209",15%
11/07/2016,"85,741,468",15%
11/08/2016,"85,773,795",15%
11/09/2016,"85,804,798",15%
11/10/2016,"85,836,008",15%
11/11/2016,"85,867,348",15%
11/12/2016,"85,899,298",15%
11/13/2016,"85,931,722",15%
11/14/2016,"85,963,606",15%
11/15/2016,"85,995,043",15%
11/16/2016,"86,026,625",15%
11/17/2016,"86,057,433",14%
11/18/2016,"86,090,534",14%
11/19/2016,"86,122,865",14%
11/20/2016,"86,155,325",14%
11/21/2016,"86,187,137",14%
11/22/2016,"86,218,314",14%
11/23/2016,"86,250,940",14%
11/24/2016,"86,283,338",14%
11/25/2016,"86,316,772",14%
11/26/2016,"86,349,268",14%
11/27/2016,"86,382,979",14%
11/28/2016,"86,416,919",15%
11/29/2016,"86,449,890",15%
11/30/2016,"86,481,730",15%
12/01/2016,"86,513,479",15%
12/02/2016,"86,545,275",15%
12/03/2016,"86,577,391",15%
12/04/2016,"86,608,564",15%
12/05/2016,"86,639,799",15%
12/06/2016,"86,671,774",15%
12/07/2016,"86,703,485",15%
12/08/2016,"86,735,579",15%
12/09/2016,"86,767,240",15%
12/10/2016,"86,798,916",15%
12/11/2016,"86,830,698",15%
12/12/2016,"86,862,037",15%
12/13/2016,"86,893,847",15%
12/14/2016,"86,925,698",15%
12/15/2016,"86,957,066",14%
12/16/2016,"86,988,822",14%
12/17/2016,"87,020,784",15%
12/18/2016,"87,052,677",14%
12/19/2016,"87,084,147",14%
12/20/2016,"87,115,816",14%
12/21/2016,"87,147,409",14%
12/22/2016,"87,178,483",14%
12/23/2016,"87,209,601",14%
12/24/2016,"87,240,928",14%
12/25/2016,"87,272,936",14%
12/26/2016,"87,304,581",14%
12/27/2016,"87,335,807",14%
12/28/2016,"87,367,379",14%
12/29/2016,"87,399,197",14%
12/30/2016,"87,430,879",14%
12/31/2016,"87,462,107",14%
01/01/2017,"87,493,855",14%
01/02/2017,"87,525,386",14%
01/03/2017,"87,556,909",14%
01/04/2017,"87,589,009",14%
01/05/2017,"87,620,826",14%
01/06/2017,"87,652,186",14%
01/07/2017,"87,684,081",14%
01/08/2017,"87,715,765",14%
01/09/2017,"87,747,515",14%
01/10/2017,"87,778,865",14%
01/11/2017,"87,810,388",14%
01/12/2017,"87,841,944",14%
1/13/2017,"87,873,675",14%
1/14/2017,"87,905,153",14%
1/15/2017,"87,936,855",14%
1/16/2017,"87,968,395",14%
1/17/2017,"87,999,691",14%
1/18/2017,"88,031,299",14%
1/19/2017,"88,063,420",14%
1/20/2017,"88,094,541",14%
1/21/2017,"88,126,065",14%
1/22/2017,"88,157,643",14%
1/23/2017,"88,189,141",14%
1/24/2017,"88,220,562",14%
1/25/2017,"88,251,985",14%
1/26/2017,"88,283,770",14%
1/27/2017,"88,314,885",14%
1/28/2017,"88,346,413",14%
1/29/2017,"88,377,546",14%
1/30/2017,"88,409,461",14%
1/31/2017,"88,440,875",14%
02/01/2017,"88,472,207",14%
02/02/2017,"88,503,622",14%
02/03/2017,"88,534,896",14%
02/04/2017,"88,566,656",14%
02/05/2017,"88,598,258",14%
02/06/2017,"88,629,881",14%
02/07/2017,"88,661,373",14%
02/08/2017,"88,693,081",14%
02/09/2017,"88,724,508",14%
02/10/2017,"88,756,004",14%
02/11/2017,"88,787,594",14%
02/12/2017,"88,819,164",14%
2/13/2017,"88,850,898",14%
2/14/2017,"88,882,369",14%
2/15/2017,"88,914,090",14%
2/16/2017,"88,945,630",14%
2/17/2017,"88,976,958",14%
2/18/2017,"89,008,170",14%
2/19/2017,"89,039,437",14%
2/20/2017,"89,070,825",14%
2/21/2017,"89,102,242",14%
2/22/2017,"89,133,229",14%
2/23/2017,"89,164,458",14%
2/24/2017,"89,195,722",14%
2/25/2017,"89,227,276",14%
2/26/2017,"89,259,096",14%
2/27/2017,"89,290,343",14%
2/28/2017,"89,322,199",14%
03/01/2017,"89,353,343",14%
03/02/2017,"89,384,974",14%
03/03/2017,"89,416,273",14%
03/04/2017,"89,447,446",14%
03/05/2017,"89,479,008",14%
03/06/2017,"89,510,161",14%
03/07/2017,"89,541,230",14%
03/08/2017,"89,572,556",14%
03/09/2017,"89,603,365",14%
03/10/2017,"89,634,392",14%
03/11/2017,"89,665,628",14%
03/12/2017,"89,696,477",14%
3/13/2017,"89,728,091",14%
3/14/2017,"89,759,306",14%
3/15/2017,"89,790,683",14%
3/16/2017,"89,822,111",14%
3/17/2017,"89,853,953",14%
3/18/2017,"89,885,436",14%
3/19/2017,"89,916,430",14%
3/20/2017,"89,948,101",14%
3/21/2017,"89,979,117",14%
3/22/2017,"90,010,489",14%
3/23/2017,"90,041,470",14%
3/24/2017,"90,072,311",14%
3/25/2017,"90,103,374",14%
3/26/2017,"90,134,549",14%
3/27/2017,"90,165,552",14%
3/28/2017,"90,196,107",14%
3/29/2017,"90,227,375",14%
3/30/2017,"90,258,195",14%
3/31/2017,"90,289,403",14%
04/01/2017,"90,320,254",14%
04/02/2017,"90,350,695",13%
04/03/2017,"90,381,881",13%
04/04/2017,"90,412,937",13%
04/05/2017,"90,444,172",13%
04/06/2017,"90,474,896",13%
04/07/2017,"90,505,971",13%
04/08/2017,"90,536,887",13%
04/09/2017,"90,567,129",13%
04/10/2017,"90,597,166",13%
04/11/2017,"90,627,616",13%
04/12/2017,"90,657,833",13%
4/13/2017,"90,688,173",13%
4/14/2017,"90,719,163",13%
4/15/2017,"90,749,161",13%
4/16/2017,"90,779,668",13%
4/17/2017,"90,810,316",13%
4/18/2017,"90,840,832",13%
4/19/2017,"90,870,445",13%
4/20/2017,"90,900,867",13%
4/21/2017,"90,931,344",13%
4/22/2017,"90,961,334",13%
4/23/2017,"90,991,826",13%
4/24/2017,"91,021,611",13%
4/25/2017,"91,052,369",13%
4/26/2017,"91,081,701",13%
4/27/2017,"91,111,031",13%
4/28/2017,"91,140,713",13%
4/29/2017,"91,169,931",13%
4/30/2017,"91,199,299",13%
05/01/2017,"91,228,657",13%
05/02/2017,"91,258,093",13%
05/03/2017,"91,287,646",13%
05/04/2017,"91,317,073",13%
05/05/2017,"91,346,771",13%
05/06/2017,"91,376,475",13%
05/07/2017,"91,406,355",13%
05/08/2017,"91,435,781",13%
05/09/2017,"91,465,536",13%
05/10/2017,"91,495,151",13%
05/11/2017,"91,524,885",13%
05/12/2017,"91,554,775",13%
5/13/2017,"91,584,028",13%
5/14/2017,"91,612,246",13%
5/15/2017,"91,640,708",13%
5/16/2017,"91,669,426",13%
5/17/2017,"91,697,325",13%
5/18/2017,"91,725,806",13%
5/19/2017,"91,754,187",12%
5/20/2017,"91,782,839",12%
5/21/2017,"91,811,493",12%
5/22/2017,"91,840,262",12%
5/23/2017,"91,868,838",12%
5/24/2017,"91,897,483",12%
5/25/2017,"91,926,318",12%
5/26/2017,"91,955,286",12%
5/27/2017,"91,984,057",12%
5/28/2017,"92,012,881",12%
5/29/2017,"92,042,418",12%
5/30/2017,"92,072,237",12%
5/31/2017,"92,100,986",12%
06/01/2017,"92,129,055",12%
06/02/2017,"92,155,876",12%
06/03/2017,"92,183,406",12%
06/04/2017,"92,210,635",12%
06/05/2017,"92,238,427",12%
06/06/2017,"92,265,908",12%
06/07/2017,"92,293,679",12%
06/08/2017,"92,321,310",12%
06/09/2017,"92,348,960",12%
06/10/2017,"92,377,119",12%
06/11/2017,"92,405,046",12%
06/12/2017,"92,433,146",12%
6/13/2017,"92,461,422",12%
6/14/2017,"92,489,691",12%
6/15/2017,"92,517,890",12%
6/16/2017,"92,546,261",12%
6/17/2017,"92,574,560",12%
